id,date,step,Avg_dive_time_min,Avg_dive_depth_neg,Avg_surface_time_sec,Nesting_attempt,Activity,Home_range,tseg,behav
41589,3/18/18 4:19,1113.973,7.233333333,-8,32.5,NA,1,1,1,X2
41589,3/18/18 5:00,2254.443,17.61111111,-18.33333333,52.5,NA,1,2,1,X2
41589,3/18/18 6:00,2232.459,23.91666667,-23,125,NA,1,2,1,X2
41589,3/18/18 7:00,1934.14,17.95833333,-14.375,46.66666667,NA,1,2,1,X2
41589,3/18/18 8:00,2172.927,22.27777778,-14.66666667,43.33333333,NA,1,3,1,X2
41589,3/18/18 9:00,2112.873,29.16666667,-18.75,75,NA,1,3,1,X2
41589,3/18/18 10:00,1940.398,29.33333333,-18,60,NA,1,4,1,X2
41589,3/18/18 11:00,1841.466,32.16666667,-14.75,60,NA,1,4,1,X2
41589,3/18/18 12:00,1920.778,19.33333333,-11.75,50,NA,1,5,1,X2
41589,3/18/18 13:00,1731.005,25.66666667,-12.5,65,NA,1,5,1,X2
41589,3/18/18 14:00,1158.103,34.75,-14.75,110,NA,1,5,1,X2
41589,3/18/18 15:00,126.433,49.83333333,-16.5,100,NA,1,6,2,X4
41589,3/18/18 16:00,43.601,50.66666667,-16.5,150,NA,1,6,2,X4
41589,3/18/18 17:00,30.323,40.33333333,-16.5,155,NA,1,6,2,X4
41589,3/18/18 18:00,4.854,28.72222222,-16.33333333,90,NA,1,6,2,X4
41589,3/18/18 19:00,26.132,25.25,-15.5,120,NA,1,6,2,X4
41589,3/18/18 20:00,10.936,42.83333333,-15.5,130,NA,1,6,2,X4
41589,3/18/18 21:00,8.628,49.5,-14.5,160,NA,1,6,2,X4
41589,3/18/18 22:00,13.433,50.33333333,-14,170,NA,1,6,2,X4
41589,3/18/18 23:00,30.154,49.33333333,-14,160,NA,1,6,2,X4
41589,3/19/18 0:00,23.03,50.91666667,-14.25,160,NA,1,6,2,X4
41589,3/19/18 1:00,16.533,45,-15,150,NA,1,6,2,X4
41589,3/19/18 2:00,26.032,36.16666667,-16,145,NA,1,6,2,X4
41589,3/19/18 3:00,10.119,45.16666667,-15.5,NA,NA,1,6,2,X4
41589,3/19/18 4:00,113.689,45.41666667,-16.5,140,NA,1,6,2,X4
41589,3/19/18 5:00,168.733,41.83333333,-16.5,180,NA,1,6,2,X4
41589,3/19/18 6:00,14.255,40.83333333,-16.5,NA,NA,1,6,2,X4
41589,3/19/18 7:00,26.353,39,-15.75,150,NA,1,6,2,X4
41589,3/19/18 8:00,41.032,19,-8.5,86.66666667,NA,1,6,2,X4
41589,3/19/18 9:00,63.312,40.75,-15,120,NA,1,6,2,X4
41589,3/19/18 10:00,41.943,21.16666667,-14,90,NA,1,6,2,X4
41589,3/19/18 11:00,32.333,40.83333333,-14.25,120,NA,1,6,2,X4
41589,3/19/18 12:00,25.509,40.16666667,-14,170,NA,1,6,2,X4
41589,3/19/18 13:00,5.053,43,-15,155,NA,1,6,2,X4
41589,3/19/18 14:00,31.638,40.58333333,-15.75,160,NA,1,6,2,X4
41589,3/19/18 15:00,20.703,37.66666667,-16,165,NA,1,6,2,X4
41589,3/19/18 16:00,11.667,37.33333333,-16.5,180,NA,1,6,2,X4
41589,3/19/18 17:00,106.252,42.41666667,-16.5,NA,NA,1,6,2,X4
41589,3/19/18 18:00,199.701,25.66666667,-16.75,135,NA,1,6,2,X4
41589,3/19/18 19:00,504.733,27.08333333,-14,120,NA,1,6,2,X4
41589,3/19/18 20:00,425.112,19.38888889,-12.66666667,103.3333333,NA,1,6,2,X4
41589,3/19/18 21:00,227.763,19.58333333,-14.25,110,NA,1,6,2,X4
41589,3/19/18 22:00,301.301,30.75,-13.75,135,NA,1,6,2,X4
41589,3/19/18 23:00,141.58,50.5,-14,140,NA,1,6,2,X4
41589,3/20/18 0:00,279.899,32.33333333,-13.75,120,NA,1,6,2,X4
41589,3/20/18 1:00,107.025,28.75,-13.75,90,NA,1,6,2,X4
41589,3/20/18 2:00,327.36,25.83333333,-14.75,105,NA,1,6,2,X4
41589,3/20/18 3:00,75.886,26.41666667,-15.5,155,NA,1,6,2,X4
41589,3/20/18 4:00,73.073,27.25,-16.5,125,NA,1,6,2,X4
41589,3/20/18 5:00,26.92,54.16666667,-16.5,140,NA,1,6,2,X4
41589,3/20/18 6:00,20.74,54.16666667,-16.5,150,NA,1,6,2,X4
41589,3/20/18 7:00,7.62,29.08333333,-16,90,NA,1,6,2,X4
41589,3/20/18 8:00,20.567,54.66666667,-16,140,NA,1,6,2,X4
41589,3/20/18 9:00,8.3,55.66666667,-15,160,NA,1,6,2,X4
41589,3/20/18 10:00,6.819,57,-15,130,NA,1,6,2,X4
41589,3/20/18 11:00,11.803,56.83333333,-14.5,120,NA,1,6,2,X4
41589,3/20/18 12:00,13.901,50.91666667,-14.5,110,NA,1,6,2,X4
41589,3/20/18 13:00,15.302,52.83333333,-14.5,140,NA,1,6,2,X4
41589,3/20/18 14:00,21.086,39.5,-15.5,115,NA,1,6,2,X4
41589,3/20/18 15:00,94.017,49.5,-15.5,130,NA,1,6,2,X4
41589,3/20/18 16:00,115.388,51.16666667,-16.5,140,NA,1,6,2,X4
41589,3/20/18 17:00,119.43,35.33333333,-16.5,125,NA,1,6,2,X4
41589,3/20/18 18:00,107.156,29.25,-17,90,NA,1,6,2,X4
41589,3/20/18 19:00,74.986,29.25,-17.25,110,NA,1,6,2,X4
41589,3/20/18 20:00,223.569,30.83333333,-17.5,135,NA,1,6,2,X4
41589,3/20/18 21:00,284.321,53.83333333,-15.5,120,NA,1,6,2,X4
41589,3/20/18 22:00,239.21,27.91666667,-14,130,NA,1,6,2,X4
41589,3/20/18 23:00,300.131,23.75,-13.75,103.3333333,NA,1,6,2,X4
41589,3/21/18 0:00,162.026,32.25,-15.25,110,NA,1,6,2,X4
41589,3/21/18 1:00,182.897,22.58333333,-15.5,120,NA,1,6,2,X4
41589,3/21/18 2:00,12.998,26.91666667,-15,100,NA,1,6,2,X4
41589,3/21/18 3:00,34.429,21.38888889,-11,83.33333333,NA,1,6,2,X4
41589,3/21/18 4:00,33.921,36.5,-15,130,NA,1,6,2,X4
41589,3/21/18 5:00,23.387,61,-16,140,NA,1,6,2,X4
41589,3/21/18 6:00,12.994,56.66666667,-16.5,100,NA,1,6,2,X4
41589,3/21/18 7:00,11.765,58.83333333,-16.5,130,NA,1,6,2,X4
41589,3/21/18 8:00,13.292,56.5,-16.5,170,NA,1,6,2,X4
41589,3/21/18 9:00,11.487,57.5,-15.5,110,NA,1,6,2,X4
41589,3/21/18 10:00,14.382,57.16666667,-15,130,NA,1,6,2,X4
41589,3/21/18 11:00,7.384,52.66666667,-15,110,NA,1,6,2,X4
41589,3/21/18 12:00,5.545,57.16666667,-14.5,140,NA,1,6,2,X4
41589,3/21/18 13:00,19.815,57.25,-14.25,130,NA,1,6,2,X4
41589,3/21/18 14:00,6.999,52.16666667,-14.5,100,NA,1,6,2,X4
41589,3/21/18 15:00,27.543,53.66666667,-15.5,140,NA,1,6,2,X4
41589,3/21/18 16:00,20.189,52,-16,150,NA,1,6,2,X4
41589,3/21/18 17:00,119.915,53.16666667,-16,150,NA,1,6,2,X4
41589,3/21/18 18:00,351.787,31.91666667,-17.75,120,NA,1,6,2,X4
41589,3/21/18 19:00,88.138,26.66666667,-17.25,145,NA,1,6,2,X4
41589,3/21/18 20:00,170.393,20.91666667,-13.5,96.66666667,NA,1,6,2,X4
41589,3/21/18 21:00,211.111,29.75,-15.5,120,NA,1,6,2,X4
41589,3/21/18 22:00,437.549,47.5,-12.5,105,NA,1,6,2,X4
41589,3/21/18 23:00,425.333,21.66666667,-12.5,85,NA,1,6,2,X4
41589,3/22/18 0:00,381.931,20.5,-11.75,83.33333333,NA,1,6,2,X4
41589,3/22/18 1:00,341.753,24.44444444,-12.66666667,80,NA,1,6,2,X4
41589,3/22/18 2:00,347.139,28.25,-14.5,60,NA,1,6,2,X4
41589,3/22/18 3:00,17.61,25.33333333,-14.75,110,NA,1,6,2,X4
41589,3/22/18 4:00,18.225,42.91666667,-15.5,110,NA,1,6,2,X4
41589,3/22/18 5:00,7.165,59.83333333,-16,120,NA,1,6,2,X4
41589,3/22/18 6:00,5.624,58.66666667,-16,170,NA,1,6,2,X4
41589,3/22/18 7:00,3.367,NA,NA,140,NA,1,6,2,X4
41589,3/22/18 8:00,15.587,62.5,-16.5,140,NA,1,6,2,X4
41589,3/22/18 9:00,15.502,60.16666667,-16,160,NA,1,6,2,X4
41589,3/22/18 10:00,5.984,60,-15.5,130,NA,1,6,2,X4
41589,3/22/18 11:00,4.252,60.16666667,-15,120,NA,1,6,2,X4
41589,3/22/18 12:00,10.857,59.16666667,-14.5,130,NA,1,6,2,X4
41589,3/22/18 13:00,11.001,56,-14.5,150,NA,1,6,2,X4
41589,3/22/18 14:00,11.619,57.33333333,-14.5,130,NA,1,6,2,X4
41589,3/22/18 15:00,38.266,56.33333333,-14.5,130,NA,1,6,2,X4
41589,3/22/18 16:00,10.202,55.83333333,-15,140,NA,1,6,2,X4
41589,3/22/18 17:00,156.813,50.66666667,-15.5,150,NA,1,6,2,X4
41589,3/22/18 18:00,274.401,21.5,-16.5,130,NA,1,6,2,X4
41589,3/22/18 19:00,144.775,30,-16.5,110,NA,1,6,2,X4
41589,3/22/18 20:00,569.319,26.66666667,-16.25,95,NA,1,6,2,X4
41589,3/22/18 21:00,104.368,29.08333333,-15,125,NA,1,6,2,X4
41589,3/22/18 22:00,77.945,29.58333333,-15.5,125,NA,1,6,2,X4
41589,3/22/18 23:00,216.878,31.08333333,-14.5,140,NA,1,6,2,X4
41589,3/23/18 0:00,23.094,35.75,-15,100,NA,1,6,2,X4
41589,3/23/18 1:00,22.358,29.33333333,-13,130,NA,1,6,2,X4
41589,3/23/18 2:00,66.746,30.25,-14,145,NA,1,6,2,X4
41589,3/23/18 3:00,239.084,36.25,-15,170,NA,1,6,2,X4
41589,3/23/18 4:00,70.27,29,-15,150,NA,1,6,2,X4
41589,3/23/18 5:00,30.014,67,-15.5,160,NA,1,6,2,X4
41589,3/23/18 6:00,12.138,60.66666667,-16,NA,NA,1,6,2,X4
41589,3/23/18 7:00,21.262,63.16666667,-16.5,160,NA,1,6,2,X4
41589,3/23/18 8:00,39.6,62.33333333,-16,NA,NA,1,6,2,X4
41589,3/23/18 9:00,4.656,58,-16,130,NA,1,6,2,X4
41589,3/23/18 10:00,10.857,60.33333333,-15.5,110,NA,1,6,2,X4
41589,3/23/18 11:00,5.984,57,-15.5,130,NA,1,6,2,X4
41589,3/23/18 12:00,24.837,62.83333333,-15,150,NA,1,6,2,X4
41589,3/23/18 13:00,38.202,56.66666667,-14.5,140,NA,1,6,2,X4
41589,3/23/18 14:00,51.062,58.66666667,-14.5,160,NA,1,6,2,X4
41589,3/23/18 15:00,15.514,58,-14.5,120,NA,1,6,2,X4
41589,3/23/18 16:00,43.469,53.33333333,-15,160,NA,1,6,2,X4
41589,3/23/18 17:00,30.795,60,-15.5,150,NA,1,6,2,X4
41589,3/23/18 18:00,54.258,22.41666667,-16.25,120,NA,1,6,2,X4
41589,3/23/18 19:00,10.628,34.66666667,-17,140,NA,1,6,2,X4
41589,3/23/18 20:00,21.572,58.66666667,-16.5,130,NA,1,6,2,X4
41589,3/23/18 21:00,112.299,60.16666667,-16,150,NA,1,6,2,X4
41589,3/23/18 22:00,296.735,40.41666667,-15.75,170,NA,1,6,2,X4
41589,3/23/18 23:00,280.23,31.16666667,-14.75,130,NA,1,6,2,X4
41589,3/24/18 0:00,645.029,36.5,-14,130,NA,1,6,2,X4
41589,3/24/18 1:00,247.92,26.27777778,-14,110,NA,1,6,2,X4
41589,3/24/18 2:00,352.875,34.66666667,-15.5,130,NA,1,6,2,X4
41589,3/24/18 3:00,109.458,42.66666667,-14,100,NA,1,6,2,X4
41589,3/24/18 4:00,61.294,62.5,-15,170,NA,1,6,2,X4
41589,3/24/18 5:00,25.061,55,-15,160,NA,1,6,2,X4
41589,3/24/18 6:00,21.821,59,-15.5,170,NA,1,6,2,X4
41589,3/24/18 7:00,4.24,57.16666667,-15.5,140,NA,1,6,2,X4
41589,3/24/18 8:00,6.194,48.16666667,-16,130,NA,1,6,2,X4
41589,3/24/18 9:00,14.864,61.33333333,-16,150,NA,1,6,2,X4
41589,3/24/18 10:00,6.729,58.33333333,-16,120,NA,1,6,2,X4
41589,3/24/18 11:00,14.643,60.66666667,-15.5,160,NA,1,6,2,X4
41589,3/24/18 12:00,22.132,57.83333333,-15,110,NA,1,6,2,X4
41589,3/24/18 13:00,3.718,59,-15,140,NA,1,6,2,X4
41589,3/24/18 14:00,21.515,60.83333333,-14.5,120,NA,1,6,2,X4
41589,3/24/18 15:00,13.241,56.83333333,-14.5,140,NA,1,6,2,X4
41589,3/24/18 16:00,16,57.16666667,-15,160,NA,1,6,2,X4
41589,3/24/18 17:00,12.613,62.83333333,-15,150,NA,1,6,2,X4
41589,3/24/18 18:00,11.395,NA,NA,120,NA,1,6,2,X4
41589,3/24/18 19:00,16.126,59.83333333,-15.5,150,NA,1,6,2,X4
41589,3/24/18 20:00,20.891,62.66666667,-15.5,130,NA,1,6,2,X4
41589,3/24/18 21:00,21.094,54.66666667,-16,150,NA,1,6,2,X4
41589,3/24/18 22:00,177.065,62.66666667,-16,100,NA,1,6,2,X4
41589,3/24/18 23:00,381.628,18.625,-15,72.5,NA,1,6,2,X4
41589,3/25/18 0:00,529.328,26.75,-15.5,115,NA,1,6,2,X4
41589,3/25/18 1:00,120.143,56.83333333,-15,150,NA,1,6,2,X4
41589,3/25/18 2:00,15.521,25.08333333,-14.75,130,NA,1,6,2,X4
41589,3/25/18 3:00,44.172,60.66666667,-15,180,NA,1,6,2,X4
41589,3/25/18 4:00,52.111,19.91666667,-14.5,105,NA,1,6,2,X4
41589,3/25/18 5:00,27.853,61,-15,150,NA,1,6,2,X4
41589,3/25/18 6:00,10.393,63.66666667,-15.5,120,NA,1,6,2,X4
41589,3/25/18 7:00,17.801,55.66666667,-15,140,NA,1,6,2,X4
41589,3/25/18 8:00,19.158,56.83333333,-15.5,130,NA,1,6,2,X4
41589,3/25/18 9:00,21.62,33.75,-8.75,55,NA,1,6,2,X4
41589,3/25/18 10:00,18.8,55.66666667,-16,160,NA,1,6,2,X4
41589,3/25/18 11:00,13.506,66,-16.5,110,NA,1,6,2,X4
41589,3/25/18 12:00,10.311,60.33333333,-15.5,NA,NA,1,6,2,X4
41589,3/25/18 13:00,28.806,58,-15.5,120,NA,1,6,2,X4
41589,3/25/18 14:00,15.822,29.33333333,-14.25,40,NA,1,6,2,X4
41589,3/25/18 15:00,29.039,40.16666667,-15,130,NA,1,6,2,X4
41589,3/25/18 16:00,108.919,59.5,-14.5,160,NA,1,6,2,X4
41589,3/25/18 17:00,125.007,38.91666667,-15.25,180,NA,1,6,2,X4
41589,3/25/18 18:00,294.306,29.16666667,-16,115,NA,1,6,2,X4
41589,3/25/18 19:00,221.056,30.75,-15.75,125,NA,1,6,2,X4
41589,3/25/18 20:00,237.383,35.66666667,-16.5,150,NA,1,6,2,X4
41589,3/25/18 21:00,564.704,47.5,-16.5,140,NA,1,6,2,X4
41589,3/25/18 22:00,104.001,36.33333333,-13.5,130,NA,1,6,2,X4
41589,3/25/18 23:00,261.223,22.33333333,-13.75,83.33333333,NA,1,6,2,X4
41589,3/26/18 0:00,397.557,31.41666667,-15,110,NA,1,6,2,X4
41589,3/26/18 1:00,401.796,27.16666667,-13.5,120,NA,1,6,2,X4
41589,3/26/18 2:00,125.367,33.5,-16.5,170,NA,1,6,2,X4
41589,3/26/18 3:00,114.017,62,-15.5,180,NA,1,6,2,X4
41589,3/26/18 4:00,84.691,65.83333333,-15,130,NA,1,6,2,X4
41589,3/26/18 5:00,12.375,58.83333333,-14.5,150,NA,1,6,2,X4
41589,3/26/18 6:00,6.578,59.16666667,-14.5,140,NA,1,6,2,X4
41589,3/26/18 7:00,9.556,59.5,-15,140,NA,1,6,2,X4
41589,3/26/18 8:00,7.705,58.5,-15.5,150,NA,1,6,2,X4
41589,3/26/18 9:00,5.589,59.16666667,-15.5,150,NA,1,6,2,X4
41589,3/26/18 10:00,14.44,62.5,-16,130,NA,1,6,2,X4
41589,3/26/18 11:00,14.894,60,-16,120,NA,1,6,2,X4
41589,3/26/18 12:00,22.934,61.5,-16,NA,NA,1,6,2,X4
41589,3/26/18 13:00,7.949,59.5,-16.5,150,NA,1,6,2,X4
41589,3/26/18 14:00,10.127,59,-15.5,160,NA,1,6,2,X4
41589,3/26/18 15:00,14.642,59.66666667,-15,160,NA,1,6,2,X4
41589,3/26/18 16:00,2.311,53.83333333,-15.5,180,NA,1,6,2,X4
41589,3/26/18 17:00,14.002,66.16666667,-14.5,130,NA,1,6,2,X4
41589,3/26/18 18:00,16.002,20.41666667,-15.5,103.3333333,NA,1,6,2,X4
41589,3/26/18 19:00,12.179,65.66666667,-14.5,NA,NA,1,6,2,X4
41589,3/26/18 20:00,27.125,62.83333333,-14.5,130,NA,1,6,2,X4
41589,3/26/18 21:00,12.375,57.5,-15.5,130,NA,1,6,2,X4
41589,3/26/18 22:00,18.612,56.33333333,-15.5,130,NA,1,6,2,X4
41589,3/26/18 23:00,60.175,21.75,-15.75,110,NA,1,6,2,X4
41589,3/27/18 0:00,83.127,36.16666667,-16.25,140,NA,1,6,2,X4
41589,3/27/18 1:00,193.328,23.41666667,-15.75,95,NA,1,6,2,X4
41589,3/27/18 2:00,154.817,60,-16.5,90,NA,1,6,2,X4
41589,3/27/18 3:00,38.826,64.33333333,-15.5,150,NA,1,6,2,X4
41589,3/27/18 4:00,19.943,40,-15,115,NA,1,6,2,X4
41589,3/27/18 5:00,17.729,63.83333333,-15,120,NA,1,6,2,X4
41589,3/27/18 6:00,2.217,57.66666667,-15,100,NA,1,6,2,X4
41589,3/27/18 7:00,7.983,56.66666667,-14.5,160,NA,1,6,2,X4
41589,3/27/18 8:00,5.605,63,-15,NA,NA,1,6,2,X4
41589,3/27/18 9:00,29.948,65,-15,170,NA,1,6,2,X4
41589,3/27/18 10:00,33.498,68.16666667,-15.5,130,NA,1,6,2,X4
41589,3/27/18 11:00,407.674,63.16666667,-16,160,NA,1,6,2,X4
41589,3/27/18 12:00,138.79,62,-16.5,150,NA,1,6,2,X4
41589,3/27/18 13:00,271.064,NA,NA,170,NA,1,6,2,X4
41589,3/27/18 14:00,2.375,59.5,-16.5,130,NA,1,6,2,X4
41589,3/27/18 15:00,14.104,58.16666667,-15.5,120,NA,1,6,2,X4
41589,3/27/18 16:00,1.904,60,-15.5,120,NA,1,6,2,X4
41589,3/27/18 17:00,17.462,59.66666667,-14.5,140,NA,1,6,2,X4
41589,3/27/18 18:00,12.659,61.66666667,-14.5,110,NA,1,6,2,X4
41589,3/27/18 19:00,5.424,67.5,-14.5,110,NA,1,6,2,X4
41589,3/27/18 20:00,12.186,64.16666667,-14.5,140,NA,1,6,2,X4
41589,3/27/18 21:00,20.671,66,-14.5,NA,NA,1,6,2,X4
41589,3/27/18 22:00,53.439,68,-15,110,NA,1,6,2,X4
41589,3/27/18 23:00,39.246,61.5,-15.5,120,NA,1,6,2,X4
41589,3/28/18 0:00,26.072,66.16666667,-16,120,NA,1,6,2,X4
41589,3/28/18 1:00,6.753,63.66666667,-16.5,120,NA,1,6,2,X4
41589,3/28/18 2:00,5.64,NA,NA,110,NA,1,6,2,X4
41589,3/28/18 3:00,8.629,67.33333333,-16,120,NA,1,6,2,X4
41589,3/28/18 4:00,6.163,66,-15.5,130,NA,1,6,2,X4
41589,3/28/18 5:00,2.102,33.33333333,-11,40,NA,1,6,2,X4
41589,3/28/18 6:00,9.687,59.16666667,-15,40,NA,1,6,2,X4
41589,3/28/18 7:00,13.034,52.33333333,-14.5,100,NA,1,6,2,X4
41589,3/28/18 8:00,20.453,62.66666667,-14.5,130,NA,1,6,2,X4
41589,3/28/18 9:00,15.024,61.83333333,-14.5,140,NA,1,6,2,X4
41589,3/28/18 10:00,29.187,67.83333333,-15,NA,NA,1,6,2,X4
41589,3/28/18 11:00,19.712,65.5,-15.5,120,NA,1,6,2,X4
41589,3/28/18 12:00,35.333,63.33333333,-16.5,140,NA,1,6,2,X4
41589,3/28/18 13:00,17.011,63.83333333,-16.5,110,NA,1,6,2,X4
41589,3/28/18 14:00,19.307,57.83333333,-16.5,150,NA,1,6,2,X4
41589,3/28/18 15:00,16.531,NA,NA,120,NA,1,6,2,X4
41589,3/28/18 16:00,23.852,65.16666667,-16.5,140,NA,1,6,2,X4
41589,3/28/18 17:00,7.029,69.66666667,-15.5,130,NA,1,6,2,X4
41589,3/28/18 18:00,27.426,69.33333333,-15,160,NA,1,6,2,X4
41589,3/28/18 19:00,5.532,64.16666667,-14.5,NA,NA,1,6,2,X4
41589,3/28/18 20:00,9.209,66.66666667,-14.5,130,NA,1,6,2,X4
41589,3/28/18 21:00,41.789,57.66666667,-14.5,120,NA,1,6,2,X4
41589,3/28/18 22:00,264.446,36.83333333,-14.5,120,NA,1,6,2,X4
41589,3/28/18 23:00,1424.608,30.58333333,-15,60,NA,1,6,3,X2
41589,3/29/18 0:00,1463.804,29.75,-14,85,NA,1,5,3,X2
41589,3/29/18 1:00,1257.543,27.91666667,-14.25,75,NA,1,5,3,X2
41589,3/29/18 2:00,838.802,33.41666667,-13,50,NA,1,5,3,X2
41589,3/29/18 3:00,1029.888,18.44444444,-14.16666667,50,NA,1,1,3,X2
41589,3/29/18 4:00,982.372,33.91666667,-19,100,NA,1,5,3,X2
41589,3/29/18 5:00,1274.021,35,-19,95,NA,1,5,3,X2
41589,3/29/18 6:00,1623.531,29.66666667,-17,80,NA,1,5,3,X2
41589,3/29/18 7:00,1114.439,24.5,-12.5,25,NA,1,5,3,X2
41589,3/29/18 8:00,108.264,54.33333333,-14.5,130,NA,1,6,3,X2
41589,3/29/18 9:00,61.261,68.5,-14,100,NA,1,6,3,X2
41589,3/29/18 10:00,8.731,65.33333333,-15,130,NA,1,6,3,X2
41589,3/29/18 11:00,27.049,70.66666667,-15.5,NA,NA,1,6,3,X2
41589,3/29/18 12:00,12.184,61.66666667,-16,110,NA,1,6,3,X2
41589,3/29/18 13:00,12.25,66,-16.5,120,NA,1,6,3,X2
41589,3/29/18 14:00,22.141,67.5,-16.5,140,NA,1,6,3,X2
41589,3/29/18 15:00,35.989,NA,NA,120,NA,1,6,3,X2
41589,3/29/18 16:00,17.178,68.83333333,-16.5,100,NA,1,6,3,X2
41589,3/29/18 17:00,234.623,67.5,-15.5,150,NA,1,6,3,X2
41589,3/29/18 18:00,1027.292,23.27777778,-16.66666667,110,NA,1,6,3,X2
41589,3/29/18 19:00,1510.239,29.25,-18.75,120,NA,1,5,3,X2
41589,3/29/18 20:00,1479.136,19.75,-11.5,70,NA,1,5,3,X2
41589,3/29/18 21:00,1151.204,25.91666667,-16.5,75,NA,1,5,3,X2
41589,3/29/18 22:00,1321.827,27.27777778,-17,70,NA,1,5,3,X2
41589,3/29/18 23:00,1452.877,28.83333333,-19,90,NA,1,5,3,X2
41589,3/30/18 0:00,1585.784,22,-21.25,73.33333333,NA,1,4,3,X2
41589,3/30/18 1:00,1669.386,28.16666667,-21.5,95,NA,1,4,3,X2
41589,3/30/18 2:00,1645.181,25.33333333,-21,75,NA,1,4,3,X2
41589,3/30/18 3:00,447.145,30.58333333,-20.25,80,NA,1,3,3,X2
41589,3/30/18 4:00,422.717,62.66666667,-21,130,NA,1,3,3,X2
41589,3/30/18 5:00,600.262,46.16666667,-20.5,120,NA,1,3,3,X2
41589,3/30/18 6:00,509.641,64.83333333,-18,120,NA,1,4,3,X2
41589,3/30/18 7:00,1794.18,34.66666667,-16.5,70,NA,1,4,3,X2
41589,3/30/18 8:00,1654.533,42,-18.5,140,NA,1,4,3,X2
41589,3/30/18 9:00,704.154,34.41666667,-15.5,50,NA,1,4,3,X2
41589,3/30/18 10:00,1553.31,38.83333333,-16.5,120,NA,1,4,3,X2
41589,3/30/18 11:00,1923.285,36.66666667,-17.25,140,NA,1,5,3,X2
41589,3/30/18 12:00,2078.353,33.33333333,-19.25,105,NA,1,5,3,X2
41589,3/30/18 13:00,1897.036,31.16666667,-20,95,NA,1,5,3,X2
41589,3/30/18 14:00,1647.374,17.58333333,-10.75,56.66666667,NA,1,5,3,X2
41589,3/30/18 15:00,837.199,35.08333333,-14.25,20,NA,1,5,3,X2
41589,3/30/18 16:00,869.419,21.5,-10,36.66666667,NA,1,5,3,X2
41589,3/30/18 17:00,624.99,25.66666667,-16,85,NA,1,5,3,X2
41589,3/30/18 18:00,1395.873,17.16666667,-11.33333333,80,NA,1,5,3,X2
41589,3/30/18 19:00,46.557,NA,NA,NA,NA,1,1,4,X1
41589,3/30/18 19:19,11.062,NA,NA,NA,nest,3,1,4,X1
41589,3/30/18 20:19,NA,NA,NA,NA,nest,3,1,4,X1
41591,1/15/19 2:07,547.15,7.416666667,-10.25,40,NA,1,1,1,X5
41591,1/15/19 3:00,445.576,40,-17,90,NA,1,5,1,X5
41591,1/15/19 4:00,449.61,69.83333333,-18,120,NA,1,6,1,X5
41591,1/15/19 5:00,675.106,30.08333333,-14.25,25,NA,1,5,1,X5
41591,1/15/19 6:00,137.043,35.83333333,-20,95,NA,1,5,1,X5
41591,1/15/19 7:00,142.806,46,-20,90,NA,1,5,1,X5
41591,1/15/19 8:00,22.457,49.5,-20,120,NA,1,5,1,X5
41591,1/15/19 9:00,41.267,50.41666667,-20,110,NA,1,5,1,X5
41591,1/15/19 10:00,93.16,45.83333333,-20,90,NA,1,5,1,X5
41591,1/15/19 11:00,385.466,42.83333333,-19.5,60,NA,1,5,1,X5
41591,1/15/19 12:00,594.33,42.5,-20,10,NA,1,5,1,X5
41591,1/15/19 13:00,344.42,48.33333333,-18,50,NA,1,5,1,X5
41591,1/15/19 14:00,165.694,52.33333333,-16.5,130,NA,1,5,1,X5
41591,1/15/19 15:00,121.201,56.5,-16.5,130,NA,1,6,1,X5
41591,1/15/19 16:00,19.581,54.66666667,-16.5,20,NA,1,6,1,X5
41591,1/15/19 17:00,24.449,61.33333333,-16.5,110,NA,1,6,1,X5
41591,1/15/19 18:00,4.541,66.16666667,-16.5,100,NA,1,6,1,X5
41591,1/15/19 19:00,6.991,68.66666667,-17,90,NA,1,6,1,X5
41591,1/15/19 20:00,4.108,NA,NA,90,NA,1,6,1,X5
41591,1/15/19 21:00,5.988,70.83333333,-17.5,90,NA,1,6,1,X5
41591,1/15/19 22:00,5.002,69.5,-17.5,100,NA,1,6,1,X5
41591,1/15/19 23:00,17.827,71.5,-18,NA,NA,1,6,1,X5
41591,1/16/19 0:00,5.504,68.66666667,-17.5,130,NA,1,6,1,X5
41591,1/16/19 1:00,17.894,67.5,-17,60,NA,1,6,1,X5
41591,1/16/19 2:00,17.468,62.66666667,-16.5,100,NA,1,6,1,X5
41591,1/16/19 3:00,71.72,25.5,-16.5,100,NA,1,6,1,X5
41591,1/16/19 4:00,321.689,60,-18.5,NA,NA,1,6,1,X5
41591,1/16/19 5:00,1014.205,NA,NA,90,NA,1,5,1,X5
41591,1/16/19 6:00,676.827,66.83333333,-18.5,NA,NA,1,5,1,X5
41591,1/16/19 7:00,772.41,25.33333333,-18.5,86.66666667,NA,1,4,1,X5
41591,1/16/19 8:00,131.263,42.66666667,-18.5,100,NA,1,4,1,X5
41591,1/16/19 9:00,94.467,50,-19.75,110,NA,1,4,1,X5
41591,1/16/19 10:00,70.583,54.16666667,-20,100,NA,1,4,1,X5
41591,1/16/19 11:00,69.839,50.16666667,-20,110,NA,1,4,1,X5
41591,1/16/19 12:00,72.564,49.83333333,-20,90,NA,1,4,1,X5
41591,1/16/19 13:00,31.048,54.83333333,-20,110,NA,1,4,1,X5
