DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
146299,146299,0.500000,Transmission,Mk10,,09:09:00 28-Jan-2016,13:22:10 28-Jan-2016,Message,10,,,,15180.000000,15200.000000,,
146299,146299,0.500000,Transmission,Mk10,,09:09:00 28-Jan-2016,12:19:20 28-Jan-2016,Surface,,,,,11419,11421,11420,0
146299,146299,0.500000,Transmission,Mk10,,12:19:20 28-Jan-2016,12:26:30 28-Jan-2016,Dive,1,Square,6.0,6.0,429,431,,
146299,146299,0.500000,Transmission,Mk10,,12:26:30 28-Jan-2016,12:27:00 28-Jan-2016,Surface,,,,,29,31,30,0
146299,146299,0.500000,Transmission,Mk10,,12:27:00 28-Jan-2016,12:30:40 28-Jan-2016,Dive,1,U,9.0,9.0,219,221,,
146299,146299,0.500000,Transmission,Mk10,,12:30:40 28-Jan-2016,12:32:00 28-Jan-2016,Surface,,,,,79,81,52,28
146299,146299,0.500000,Transmission,Mk10,,12:32:00 28-Jan-2016,12:38:50 28-Jan-2016,Dive,1,Square,11.5,11.5,409,411,,
146299,146299,0.500000,Transmission,Mk10,,12:38:50 28-Jan-2016,12:41:10 28-Jan-2016,Surface,,,,,139,141,81,59
146299,146299,0.500000,Transmission,Mk10,,12:41:10 28-Jan-2016,12:56:20 28-Jan-2016,Dive,1,Square,13.0,13.0,909,911,,
146299,146299,0.500000,Transmission,Mk10,,12:56:20 28-Jan-2016,12:58:40 28-Jan-2016,Surface,,,,,139,141,122,18
146299,146299,0.500000,Transmission,Mk10,,12:58:40 28-Jan-2016,13:22:10 28-Jan-2016,Dive,1,Square,13.5,13.5,1409,1411,,
146299,146299,0.500000,Transmission,Mk10,1,13:22:00 28-Jan-2016,15:16:40 28-Jan-2016,Message,10,,,,6870.000000,6890.000000,,
146299,146299,0.500000,Transmission,Mk10,1,13:22:00 28-Jan-2016,13:23:30 28-Jan-2016,Surface,,,,,89,91,61,29
146299,146299,0.500000,Transmission,Mk10,1,13:23:30 28-Jan-2016,13:45:30 28-Jan-2016,Dive,1,Square,13.0,13.0,1319,1321,,
146299,146299,0.500000,Transmission,Mk10,1,13:45:30 28-Jan-2016,13:46:20 28-Jan-2016,Surface,,,,,49,51,50,0
146299,146299,0.500000,Transmission,Mk10,1,13:46:20 28-Jan-2016,14:13:00 28-Jan-2016,Dive,1,Square,13.0,13.0,1599,1601,,
146299,146299,0.500000,Transmission,Mk10,1,14:13:00 28-Jan-2016,14:14:00 28-Jan-2016,Surface,,,,,59,61,41,19
146299,146299,0.500000,Transmission,Mk10,1,14:14:00 28-Jan-2016,14:29:50 28-Jan-2016,Dive,1,Square,12.5,12.5,949,951,,
146299,146299,0.500000,Transmission,Mk10,1,14:29:50 28-Jan-2016,14:31:20 28-Jan-2016,Surface,,,,,89,91,81,9
146299,146299,0.500000,Transmission,Mk10,1,14:31:20 28-Jan-2016,14:55:10 28-Jan-2016,Dive,1,Square,13.5,13.5,1429,1431,,
146299,146299,0.500000,Transmission,Mk10,1,14:55:10 28-Jan-2016,14:56:00 28-Jan-2016,Surface,,,,,49,51,50,0
146299,146299,0.500000,Transmission,Mk10,1,14:56:00 28-Jan-2016,15:16:40 28-Jan-2016,Dive,1,Square,14.0,14.0,1239,1241,,
146299,146299,0.500000,Transmission,Mk10,,15:17:00 28-Jan-2016,17:11:40 28-Jan-2016,Message,10,,,,6870.000000,6890.000000,,
146299,146299,0.500000,Transmission,Mk10,,15:17:00 28-Jan-2016,15:17:20 28-Jan-2016,Surface,,,,,19,21,20,0
146299,146299,0.500000,Transmission,Mk10,,15:17:20 28-Jan-2016,15:37:00 28-Jan-2016,Dive,1,Square,13.5,13.5,1179,1181,,
146299,146299,0.500000,Transmission,Mk10,,15:37:00 28-Jan-2016,15:37:50 28-Jan-2016,Surface,,,,,49,51,40,10
146299,146299,0.500000,Transmission,Mk10,,15:37:50 28-Jan-2016,16:03:30 28-Jan-2016,Dive,1,Square,14.5,14.5,1539,1541,,
146299,146299,0.500000,Transmission,Mk10,,16:03:30 28-Jan-2016,16:04:40 28-Jan-2016,Surface,,,,,69,71,52,18
146299,146299,0.500000,Transmission,Mk10,,16:04:40 28-Jan-2016,16:28:50 28-Jan-2016,Dive,1,Square,14.0,14.0,1449,1451,,
146299,146299,0.500000,Transmission,Mk10,,16:28:50 28-Jan-2016,16:30:00 28-Jan-2016,Surface,,,,,69,71,52,18
146299,146299,0.500000,Transmission,Mk10,,16:30:00 28-Jan-2016,16:49:00 28-Jan-2016,Dive,1,Square,13.0,13.0,1139,1141,,
146299,146299,0.500000,Transmission,Mk10,,16:49:00 28-Jan-2016,16:49:50 28-Jan-2016,Surface,,,,,49,51,40,10
146299,146299,0.500000,Transmission,Mk10,,16:49:50 28-Jan-2016,17:11:40 28-Jan-2016,Dive,1,Square,13.0,13.0,1309,1311,,
146299,146299,0.500000,Transmission,Mk10,,17:11:00 28-Jan-2016,19:02:00 28-Jan-2016,Message,10,,,,6650.000000,6670.000000,,
146299,146299,0.500000,Transmission,Mk10,,17:11:00 28-Jan-2016,17:12:10 28-Jan-2016,Surface,,,,,69,71,61,9
146299,146299,0.500000,Transmission,Mk10,,17:12:10 28-Jan-2016,17:29:20 28-Jan-2016,Dive,1,Square,13.0,13.0,1029,1031,,
146299,146299,0.500000,Transmission,Mk10,,17:29:20 28-Jan-2016,17:29:30 28-Jan-2016,Surface,,,,,9,11,10,0
146299,146299,0.500000,Transmission,Mk10,,17:29:30 28-Jan-2016,17:57:00 28-Jan-2016,Dive,1,Square,14.0,14.0,1649,1651,,
146299,146299,0.500000,Transmission,Mk10,,17:57:00 28-Jan-2016,17:57:20 28-Jan-2016,Surface,,,,,19,21,20,0
146299,146299,0.500000,Transmission,Mk10,,17:57:20 28-Jan-2016,18:15:20 28-Jan-2016,Dive,1,Square,13.5,13.5,1079,1081,,
146299,146299,0.500000,Transmission,Mk10,,18:15:20 28-Jan-2016,18:16:10 28-Jan-2016,Surface,,,,,49,51,31,19
146299,146299,0.500000,Transmission,Mk10,,18:16:10 28-Jan-2016,18:39:30 28-Jan-2016,Dive,1,Square,14.5,14.5,1399,1401,,
146299,146299,0.500000,Transmission,Mk10,,18:39:30 28-Jan-2016,18:40:30 28-Jan-2016,Surface,,,,,59,61,50,10
146299,146299,0.500000,Transmission,Mk10,,18:40:30 28-Jan-2016,19:02:00 28-Jan-2016,Dive,1,Square,15.5,15.5,1289,1291,,
146299,146299,0.500000,Transmission,Mk10,,19:02:00 28-Jan-2016,21:30:40 28-Jan-2016,Message,10,,,,8910.000000,8930.000000,,
146299,146299,0.500000,Transmission,Mk10,,19:02:00 28-Jan-2016,19:02:40 28-Jan-2016,Surface,,,,,39,41,31,9
146299,146299,0.500000,Transmission,Mk10,,19:02:40 28-Jan-2016,19:28:10 28-Jan-2016,Dive,1,Square,17.0,17.0,1529,1531,,
146299,146299,0.500000,Transmission,Mk10,,19:28:10 28-Jan-2016,19:29:10 28-Jan-2016,Surface,,,,,59,61,41,19
146299,146299,0.500000,Transmission,Mk10,,19:29:10 28-Jan-2016,19:53:10 28-Jan-2016,Dive,1,Square,17.5,17.5,1439,1441,,
146299,146299,0.500000,Transmission,Mk10,,19:53:10 28-Jan-2016,19:54:00 28-Jan-2016,Surface,,,,,49,51,50,0
146299,146299,0.500000,Transmission,Mk10,,19:54:00 28-Jan-2016,20:11:00 28-Jan-2016,Dive,1,Square,17.5,17.5,1019,1021,,
