DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
146294,146294,0.500000,Transmission,Mk10,,00:37:00 28-Feb-2015,04:52:40 28-Feb-2015,Message,10,,,,15330.000000,15350.000000,,
146294,146294,0.500000,Transmission,Mk10,,00:37:00 28-Feb-2015,03:26:10 28-Feb-2015,Surface,,,,,10149,10151,10150,0
146294,146294,0.500000,Transmission,Mk10,,03:26:10 28-Feb-2015,03:29:10 28-Feb-2015,Dive,1,U,4.0,4.0,179,181,,
146294,146294,0.500000,Transmission,Mk10,,03:29:10 28-Feb-2015,03:29:20 28-Feb-2015,Surface,,,,,9,11,10,0
146294,146294,0.500000,Transmission,Mk10,,03:29:20 28-Feb-2015,03:39:40 28-Feb-2015,Dive,1,U,12.5,12.5,619,621,,
146294,146294,0.500000,Transmission,Mk10,,03:39:40 28-Feb-2015,03:40:20 28-Feb-2015,Surface,,,,,39,41,31,9
146294,146294,0.500000,Transmission,Mk10,,03:40:20 28-Feb-2015,03:53:40 28-Feb-2015,Dive,1,Square,15.0,15.0,799,801,,
146294,146294,0.500000,Transmission,Mk10,,03:53:40 28-Feb-2015,03:55:10 28-Feb-2015,Surface,,,,,89,91,61,29
146294,146294,0.500000,Transmission,Mk10,,03:55:10 28-Feb-2015,04:23:30 28-Feb-2015,Dive,1,Square,19.0,19.0,1699,1701,,
146294,146294,0.500000,Transmission,Mk10,,04:23:30 28-Feb-2015,04:24:50 28-Feb-2015,Surface,,,,,79,81,52,28
146294,146294,0.500000,Transmission,Mk10,,04:24:50 28-Feb-2015,04:52:40 28-Feb-2015,Dive,1,Square,19.5,19.5,1669,1671,,
146294,146294,0.500000,Transmission,Mk10,,04:53:00 28-Feb-2015,07:16:20 28-Feb-2015,Message,9,,,,8591.000000,8609.000000,,
146294,146294,0.500000,Transmission,Mk10,,04:53:00 28-Feb-2015,04:54:00 28-Feb-2015,Surface,,,,,59,61,41,19
146294,146294,0.500000,Transmission,Mk10,,04:54:00 28-Feb-2015,05:24:20 28-Feb-2015,Dive,1,Square,19.5,19.5,1819,1821,,
146294,146294,0.500000,Transmission,Mk10,,05:24:20 28-Feb-2015,05:24:30 28-Feb-2015,Surface,,,,,9,11,10,0
146294,146294,0.500000,Transmission,Mk10,,05:24:30 28-Feb-2015,05:59:50 28-Feb-2015,Dive,1,Square,21.0,21.0,2119,2121,,
146294,146294,0.500000,Transmission,Mk10,,05:59:50 28-Feb-2015,06:01:20 28-Feb-2015,Surface,,,,,89,91,61,29
146294,146294,0.500000,Transmission,Mk10,,06:01:20 28-Feb-2015,06:37:30 28-Feb-2015,Dive,1,Square,20.0,20.0,2169,2171,,
146294,146294,0.500000,Transmission,Mk10,,06:37:30 28-Feb-2015,06:38:50 28-Feb-2015,Surface,,,,,79,81,52,28
146294,146294,0.500000,Transmission,Mk10,,06:38:50 28-Feb-2015,07:14:40 28-Feb-2015,Dive,1,Square,17.5,17.5,2149,2151,,
146294,146294,0.500000,Transmission,Mk10,,07:14:40 28-Feb-2015,07:16:20 28-Feb-2015,Surface,,,,,99,101,61,39
146294,146294,0.500000,Transmission,Mk10,,07:15:00 28-Feb-2015,10:08:30 28-Feb-2015,Message,9,,,,10401.000000,10419.000000,,
146294,146294,0.500000,Transmission,Mk10,,07:15:00 28-Feb-2015,07:53:20 28-Feb-2015,Dive,1,Square,18.0,18.0,2299,2301,,
146294,146294,0.500000,Transmission,Mk10,,07:53:20 28-Feb-2015,07:54:20 28-Feb-2015,Surface,,,,,59,61,41,19
146294,146294,0.500000,Transmission,Mk10,,07:54:20 28-Feb-2015,08:09:10 28-Feb-2015,Dive,1,Square,6.0,6.0,889,891,,
146294,146294,0.500000,Transmission,Mk10,,08:09:10 28-Feb-2015,08:10:10 28-Feb-2015,Surface,,,,,59,61,60,0
146294,146294,0.500000,Transmission,Mk10,,08:10:10 28-Feb-2015,08:45:00 28-Feb-2015,Dive,1,Square,19.5,19.5,2089,2091,,
146294,146294,0.500000,Transmission,Mk10,,08:45:00 28-Feb-2015,08:46:00 28-Feb-2015,Surface,,,,,59,61,50,10
146294,146294,0.500000,Transmission,Mk10,,08:46:00 28-Feb-2015,09:19:40 28-Feb-2015,Dive,1,Square,20.5,20.5,2019,2021,,
146294,146294,0.500000,Transmission,Mk10,,09:19:40 28-Feb-2015,09:21:00 28-Feb-2015,Surface,,,,,79,81,62,18
146294,146294,0.500000,Transmission,Mk10,,09:21:00 28-Feb-2015,10:08:30 28-Feb-2015,Dive,1,Square,22.0,22.0,2849,2851,,
146294,146294,0.500000,Transmission,Mk10,1,10:09:00 28-Feb-2015,14:10:10 28-Feb-2015,Message,9,,,,14461.000000,14479.000000,,
146294,146294,0.500000,Transmission,Mk10,1,10:09:00 28-Feb-2015,10:10:30 28-Feb-2015,Surface,,,,,89,91,52,38
146294,146294,0.500000,Transmission,Mk10,1,10:10:30 28-Feb-2015,10:57:20 28-Feb-2015,Dive,1,Square,20.0,20.0,2809,2811,,
146294,146294,0.500000,Transmission,Mk10,1,10:57:20 28-Feb-2015,10:58:50 28-Feb-2015,Surface,,,,,89,91,41,49
146294,146294,0.500000,Transmission,Mk10,1,10:58:50 28-Feb-2015,12:04:00 28-Feb-2015,Dive,1,Square,20.5,20.5,3909,3911,,
146294,146294,0.500000,Transmission,Mk10,1,12:04:00 28-Feb-2015,12:05:20 28-Feb-2015,Surface,,,,,79,81,72,8
146294,146294,0.500000,Transmission,Mk10,1,12:05:20 28-Feb-2015,13:05:40 28-Feb-2015,Dive,1,Square,21.0,21.0,3619,3621,,
146294,146294,0.500000,Transmission,Mk10,1,13:05:40 28-Feb-2015,13:07:20 28-Feb-2015,Surface,,,,,99,101,71,29
146294,146294,0.500000,Transmission,Mk10,1,13:07:20 28-Feb-2015,14:09:00 28-Feb-2015,Dive,1,Square,21.0,21.0,3699,3701,,
146294,146294,0.500000,Transmission,Mk10,1,14:09:00 28-Feb-2015,14:10:10 28-Feb-2015,Surface,,,,,69,71,70,0
146294,146294,0.500000,Transmission,Mk10,1,14:11:00 28-Feb-2015,18:04:50 28-Feb-2015,Message,9,,,,14021.000000,14039.000000,,
146294,146294,0.500000,Transmission,Mk10,1,14:11:00 28-Feb-2015,15:14:50 28-Feb-2015,Dive,1,Square,21.0,21.0,3829,3831,,
146294,146294,0.500000,Transmission,Mk10,1,15:14:50 28-Feb-2015,15:16:10 28-Feb-2015,Surface,,,,,79,81,62,18
146294,146294,0.500000,Transmission,Mk10,1,15:16:10 28-Feb-2015,16:21:30 28-Feb-2015,Dive,1,Square,21.0,21.0,3919,3921,,
146294,146294,0.500000,Transmission,Mk10,1,16:21:30 28-Feb-2015,16:23:20 28-Feb-2015,Surface,,,,,109,111,110,0
146294,146294,0.500000,Transmission,Mk10,1,16:23:20 28-Feb-2015,17:01:20 28-Feb-2015,Dive,1,Square,22.0,22.0,2279,2281,,
146294,146294,0.500000,Transmission,Mk10,1,17:01:20 28-Feb-2015,17:03:10 28-Feb-2015,Surface,,,,,109,111,103,7
146294,146294,0.500000,Transmission,Mk10,1,17:03:10 28-Feb-2015,17:49:00 28-Feb-2015,Dive,1,Square,23.0,23.0,2749,2751,,
146294,146294,0.500000,Transmission,Mk10,1,17:49:00 28-Feb-2015,17:50:30 28-Feb-2015,Surface,,,,,89,91,73,17
146294,146294,0.500000,Transmission,Mk10,1,17:50:30 28-Feb-2015,18:04:50 28-Feb-2015,Dive,1,Square,20.5,20.5,859,861,,
146294,146294,0.500000,Transmission,Mk10,,18:04:00 28-Feb-2015,20:54:50 28-Feb-2015,Message,9,,,,10241.000000,10259.000000,,
146294,146294,0.500000,Transmission,Mk10,,18:04:00 28-Feb-2015,18:08:40 28-Feb-2015,Surface,,,,,279,281,163,117
146294,146294,0.500000,Transmission,Mk10,,18:08:40 28-Feb-2015,18:12:20 28-Feb-2015,Dive,1,Square,3.5,3.5,219,221,,
146294,146294,0.500000,Transmission,Mk10,,18:12:20 28-Feb-2015,18:12:50 28-Feb-2015,Surface,,,,,29,31,20,10
146294,146294,0.500000,Transmission,Mk10,,18:12:50 28-Feb-2015,19:12:30 28-Feb-2015,Dive,1,Square,21.0,21.0,3579,3581,,
146294,146294,0.500000,Transmission,Mk10,,19:12:30 28-Feb-2015,19:14:20 28-Feb-2015,Surface,,,,,109,111,92,18
146294,146294,0.500000,Transmission,Mk10,,19:14:20 28-Feb-2015,20:18:30 28-Feb-2015,Dive,1,Square,21.0,21.0,3849,3851,,
146294,146294,0.500000,Transmission,Mk10,,20:18:30 28-Feb-2015,20:19:40 28-Feb-2015,Surface,,,,,69,71,70,0
146294,146294,0.500000,Transmission,Mk10,,20:19:40 28-Feb-2015,20:54:20 28-Feb-2015,Dive,1,Square,20.5,20.5,2079,2081,,
146294,146294,0.500000,Transmission,Mk10,,20:54:20 28-Feb-2015,20:54:50 28-Feb-2015,Surface,,,,,29,31,30,0
146294,146294,0.500000,Transmission,Mk10,,20:55:00 28-Feb-2015,01:53:50 01-Mar-2015,Message,9,,,,17921.000000,17939.000000,,
146294,146294,0.500000,Transmission,Mk10,,20:55:00 28-Feb-2015,21:47:00 28-Feb-2015,Dive,1,Square,20.0,20.0,3119,3121,,
146294,146294,0.500000,Transmission,Mk10,,21:47:00 28-Feb-2015,21:48:30 28-Feb-2015,Surface,,,,,89,91,61,29
